0,40517,31216,10941,13661,1715
40443,0,22568,48493,35899,39568
31216,22524,0,34042,23633,30341
10918,48567,34044,0,19215,12568
13661,35972,23633,19215,0,12777
1715,39642,30341,12568,12777,0
